gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
111174	0.999	Taar1	0.03	0.03	0.02	0.00
111175	1.171	Pecr	14.00	14.54	11.25	0.00
111205	1.347	Tpi-rs2	2.84	2.63	3.10	0.35
111223	0.867	Tpi-rs11	18.15	16.81	37.51	0.65
111241	1.599	Hmga1-rs1	0.49	0.45	7.13	0.95
111256	2.076	Dnaja1-ps	0.06	0.06	0.38	0.88
111266	1.039	Cdc34-ps	6.30	5.83	8.83	0.49
111507	0.801	Igh	0.00	16.95	13.13	0.00
111519	0.100	Igl	0.00	0.00	0.00	0.00
111970	0.633	Dlx1as	0.00	0.00	0.00	0.00
111975	4.778	Igf2as	0.06	0.06	0.10	0.51
112403	1.790	Dom3z	4.88	4.30	3.34	0.01
112405	2.503	Egln1	77.75	75.77	65.90	0.11
112406	2.029	Egln2	71.09	69.06	53.55	0.01
112407	2.649	Egln3	18.80	17.84	13.82	0.01
112408	0.918	Tas2r116	0.00	0.00	0.00	0.00
112415	4.592	C030039L03Rik	0.09	0.09	0.12	0.40
112417	1.879	Ugt2b37	0.02	0.02	0.02	0.00
112418	1.094	1700102P08Rik	0.21	0.19	0.19	0.23
112419	3.365	2010002M12Rik	0.02	0.03	0.08	0.71
112422	2.260	2610305D13Rik	0.30	0.28	0.25	0.13
11287	4.681	Pzp	0.10	0.09	0.08	0.13
11298	1.217	Aanat	0.00	0.00	0.00	0.00
11302	6.055	Aatk	1.98	1.73	1.35	0.01
11303	10.260	Abca1	1.83	1.85	1.44	0.01
11304	7.248	Abca4	0.22	0.23	0.18	0.00
11305	8.061	Abca2	3.25	3.39	2.62	0.00
11307	4.699	Abcg1	1.03	0.86	0.66	0.00
11308	3.678	Abi1	7.07	7.04	5.47	0.01
11350	5.755	Abl1	6.30	6.06	4.70	0.01
11352	10.857	Abl2	1.27	1.17	0.92	0.02
11354	0.409	Abpa	0.00	0.00	0.00	0.00
11363	1.892	Acadl	143.11	149.52	115.79	0.00
11364	1.960	Acadm	74.84	74.31	90.21	0.36
11370	2.158	Acadvl	129.23	141.01	109.06	0.00
113845	0.909	V1ra3	0.00	0.00	0.00	0.00
113846	0.933	V1ra4	0.00	0.00	0.00	0.00
113847	0.942	V1ra5	0.00	0.00	0.00	0.00
113848	0.942	V1ra6	0.00	0.00	0.00	0.00
113849	0.930	V1ra7	0.00	0.00	0.00	0.00
113850	0.840	V1ra8	0.04	0.04	0.03	0.00
113851	0.948	V1ra9	0.00	0.00	0.00	0.00
113852	0.933	V1rb1	0.00	0.00	0.00	0.00
113853	0.933	V1rb3	0.00	0.00	0.00	0.00
113854	0.933	V1rb4	0.00	0.00	0.00	0.00
113855	0.933	V1rb7	0.00	0.00	0.00	0.00
113856	0.930	V1rb8	0.04	0.03	0.02	0.00
113857	0.933	V1rb9	0.00	0.00	0.00	0.00
113858	0.936	V1rc1	0.00	0.00	0.00	0.00
113859	0.912	V1rc2	0.00	0.00	0.00	0.00
113860	0.900	V1rc3	0.00	0.00	0.00	0.00
113861	1.319	V1rc4	0.00	0.00	0.02	1.00
113862	0.903	V1rc5	0.00	0.00	0.03	1.00
113863	0.900	V1rc6	0.00	0.00	0.00	0.00
113864	0.912	V1rc7	0.00	0.00	0.00	0.00
113865	0.909	V1rc8	0.00	0.00	0.00	0.00
113867	0.991	V1rb10	0.00	0.00	0.00	0.00
113868	1.758	Acaa1a	18.14	17.98	25.53	0.46
113869	0.830	V1r-ps1	0.00	0.00	0.00	0.00
113870	0.954	V1r-ps2	0.00	0.00	0.00	0.00
113871	0.937	V1r-ps3	0.00	0.00	0.00	0.00
113872	0.942	V1r-ps4	0.00	0.00	0.00	0.00
113873	0.926	V1r-ps5	0.00	0.00	0.00	0.00
113874	0.719	V1r-ps6	0.00	0.00	0.00	0.00
11409	1.837	Acads	63.24	62.59	48.44	0.00
114128	2.161	Laptm4b	15.45	13.20	14.91	0.32
114141	1.150	Cldn16	0.00	0.00	0.00	0.00
114142	7.072	Foxp2	0.13	0.12	0.11	0.12
114143	0.996	Atp6v0b	78.10	83.77	64.89	0.00
11416	3.109	Slc33a1	2.21	2.10	1.63	0.00
11418	4.910	Accn1	0.03	0.07	0.07	0.21
11419	4.447	Accn2	0.34	0.35	0.28	0.02
11421	5.506	Ace	9.69	9.08	7.03	0.00
114228	0.741	Prss1	0.00	0.00	0.19	1.00
114229	3.073	Kiss1r	0.12	0.11	0.09	0.08
11423	2.183	Ache	14.24	13.63	10.58	0.01
114230	1.076	Aipl1	0.15	0.14	0.11	0.00
114240	1.848	Skiv2l-ps1	0.04	0.03	0.12	0.81
114241	2.073	Stk19-ps1	0.00	0.00	0.02	1.00
114249	4.678	Npnt	3.91	3.85	3.00	0.01
11425	0.464	Apoc4	0.63	0.65	0.50	0.00
114255	2.534	Dok4	3.54	2.76	2.39	0.11
11426	24.219	Macf1	0.87	0.88	0.68	0.01
11428	4.319	Aco1	6.26	6.47	5.01	0.01
11429	2.768	Aco2	418.64	404.26	499.67	0.38
11430	3.987	Acox1	30.33	29.53	22.88	0.00
114301	2.394	Palmd	13.42	13.05	10.14	0.01
114304	4.565	Slc28a3	0.07	0.09	0.07	0.07
11431	3.092	Acp1	1.96	1.88	5.14	0.72
11432	2.680	Acp2	5.68	5.48	4.27	0.01
11433	1.613	Acp5	21.39	18.71	14.42	0.00
114332	2.607	Xlkd1	3.04	2.96	2.33	0.02
11434	1.503	Acr	0.09	0.08	0.06	0.00
11435	4.480	Chrna1	3.78	3.63	2.86	0.02
11438	4.437	Chrna4	0.06	0.05	0.04	0.00
11440	2.906	Chrna6	0.01	0.01	0.01	0.00
11441	2.083	Chrna7	0.06	0.06	0.05	0.00
11443	3.142	Chrnb1	12.29	8.94	7.03	0.02
11444	5.337	Chrnb2	0.09	0.09	0.08	0.11
11447	2.910	Chrnd	0.83	0.81	0.62	0.00
114479	2.282	Slc5a5	0.14	0.13	0.10	0.00
11448	1.591	Chrne	4.15	4.23	3.28	0.00
11449	1.921	Chrng	0.02	0.03	0.02	0.00
11450	1.232	Adipoq	71.67	69.42	53.75	0.00
11451	1.095	Acrv1	0.00	0.00	0.00	0.00
114564	2.719	Csprs	0.00	0.00	0.00	0.00
114565	11.837	Zfp295	0.44	0.40	0.32	0.02
114566	2.110	Krt82	0.02	0.01	0.01	0.00
114570	1.465	Crip3	2.17	2.28	1.77	0.01
114584	1.159	Clic1	20.60	20.63	15.92	0.00
114585	2.601	D17H6S53E	3.38	3.57	2.78	0.01
11459	1.433	Acta1	41528.17	41087.53	34803.77	0.09
114600	1.031	MP4	0.00	0.00	0.00	0.00
114601	5.985	Ehbp1l1	57.66	47.87	37.08	0.00
114602	1.753	Zmynd10	0.06	0.05	0.04	0.00
114604	6.346	Prdm15	0.74	0.72	0.57	0.02
114606	2.015	Tle6	2.03	2.02	1.64	0.05
114607	0.285	Smt3h2-ps4	0.00	0.00	8.75	1.00
11461	1.889	Actb	71.14	67.11	108.55	0.52
114615	4.971	Elac1	2.00	1.88	1.47	0.02
11464	1.390	Actc1	737.74	737.14	605.82	0.06
114640	0.481	Tifp39	0.14	0.13	0.10	0.00
114641	1.178	Rpl31	1.15	1.57	19.26	0.94
114642	5.376	Brdt	0.47	0.50	0.45	0.14
114643	2.286	Oas1c	0.23	0.21	0.17	0.06
114644	3.224	Slc13a3	0.08	0.08	0.07	0.10
11465	2.804	Actg1	0.17	7.64	38.55	0.85
114652	0.450	Ly6g5c	0.00	0.00	0.00	0.00
114654	0.605	Ly6g6d	0.97	0.95	0.73	0.00
114661	1.190	Prss28	0.00	0.00	0.00	0.00
114662	1.113	Prss29	0.00	0.90	1.03	0.33
114663	1.386	Impa2	3.02	3.04	2.34	0.00
114664	1.955	Hsd17b11	9.20	8.23	6.42	0.01
114666	1.177	Krtap5-5	0.00	0.00	0.00	0.00
114668	0.100	5033404E19Rik	0.00	0.00	0.00	0.00
114671	2.065	4930444G20Rik	0.00	0.12	0.10	0.11
114672	2.630	1700007E05Rik	0.01	0.01	0.03	0.70
114673	1.224	4930433N12Rik	0.00	0.00	0.08	1.00
114674	3.468	Gtf2ird2	2.74	2.64	2.05	0.01
114675	7.289	4932431P20Rik	0.01	0.01	0.02	0.67
114676	0.100	4930519F09Rik	0.00	0.00	0.00	0.00
114679	0.872	Selm	11.74	12.44	9.67	0.01
11468	1.272	Actg2	21.28	22.68	18.88	0.07
11470	1.471	Actl7a	0.00	0.00	0.00	0.00
11471	1.392	Actl7b	0.85	0.78	0.60	0.00
114712	0.886	Ferd3l	0.04	0.03	0.02	0.00
114713	5.699	Rasa2	0.36	0.37	0.29	0.00
114714	3.860	Rad51c	0.10	0.10	0.10	0.24
114715	6.593	Spred1	1.32	1.10	0.88	0.03
114716	4.158	Spred2	1.03	0.86	0.92	0.28
11472	2.985	Actn2	212.38	218.57	173.16	0.03
11474	2.855	Actn3	4937.83	5126.18	4053.92	0.03
114741	4.453	Supt16h	1.80	1.82	1.43	0.02
11475	1.780	Acta2	68.42	69.53	58.79	0.09
114763	1.160	G6b	0.00	0.00	0.10	1.00
11477	2.774	Acvr1	4.59	4.50	3.48	0.00
114774	2.166	Pawr	1.61	1.58	1.22	0.00
11479	4.369	Acvr1b	14.35	13.38	10.40	0.01
11480	5.197	Acvr2a	2.75	2.69	2.09	0.01
11481	4.935	Acvr2b	1.93	1.74	1.36	0.01
11482	3.625	Acvrl1	5.90	5.70	4.43	0.01
11484	1.534	Aspa	3.82	3.81	2.94	0.00
11486	1.626	Ada	0.50	0.60	0.46	0.00
114863	5.021	Prosc	9.66	9.14	7.09	0.01
114868	3.067	Psg25	0.02	0.02	0.02	0.00
11487	4.376	Adam10	4.19	4.06	3.17	0.01
114871	1.944	Psg28	0.00	0.00	0.00	0.00
114872	4.437	Psg29	0.00	0.00	0.01	1.00
114873	6.885	Dscaml1	0.04	0.04	0.03	0.10
114874	5.198	Ddhd1	0.64	0.64	0.51	0.04
114875	2.182	Plcz1	0.01	0.01	0.01	0.00
11488	5.441	Adam11	0.10	0.15	0.12	0.00
114886	2.331	Cygb	11.51	10.84	8.48	0.01
114889	3.568	Vsx1	0.06	0.05	0.05	0.14
11489	7.675	Adam12	0.08	0.08	0.12	0.47
114893	3.545	Dcun1d1	2.82	2.62	5.89	0.66
114896	4.298	Afg3l1	15.14	14.94	11.83	0.03
11490	2.989	Adam15	8.79	9.10	7.07	0.01
11491	4.410	Adam17	3.45	3.23	2.53	0.01
11492	6.388	Adam19	0.59	0.56	0.44	0.01
11495	2.551	Adam2	0.00	0.00	0.00	0.00
11496	2.813	Adam22	0.07	0.08	0.06	0.00
11497	2.707	Adam3	0.00	0.00	0.00	0.00
11498	2.330	Adam4	0.00	0.00	0.01	1.00
11499	2.791	Adam5	0.06	0.05	0.05	0.18
11500	3.469	Adam7	0.81	0.81	0.62	0.00
11501	3.034	Adam8	0.30	0.36	0.29	0.03
11502	3.843	Adam9	12.24	13.10	10.27	0.02
11504	4.870	Adamts1	4.30	4.09	3.16	0.00
11512	6.033	Adcy6	4.08	3.98	3.09	0.01
11513	8.352	Adcy7	0.64	0.62	0.48	0.00
11514	5.039	Adcy8	0.06	0.07	0.05	0.00
11515	7.947	Adcy9	7.80	7.44	5.77	0.01
11516	2.094	Adcyap1	0.02	0.01	0.01	0.00
11517	6.467	Adcyap1r1	0.61	0.57	0.44	0.00
11518	5.233	Add1	20.57	19.57	15.15	0.00
11519	7.975	Add2	0.37	0.18	0.15	0.06
11520	2.059	Adfp	25.12	24.89	23.05	0.17
11522	1.334	Adh1	39.73	40.96	33.05	0.04
11529	2.084	Adh7	0.67	0.70	0.54	0.00
11532	1.638	Adh5	37.81	37.61	29.04	0.00
11534	2.014	Adk	25.66	22.18	17.22	0.01
11535	1.381	Adm	2.16	1.97	1.52	0.00
11536	2.653	Admr	1.31	0.83	0.64	0.00
11537	0.862	Cfd	596.50	599.00	462.44	0.00
11538	5.033	Adnp	5.42	4.95	3.91	0.02
11539	6.043	Adora1	18.81	4.95	3.84	0.01
11540	2.534	Adora2a	1.32	1.27	1.01	0.03
11541	1.844	Adora2b	0.32	0.30	0.23	0.00
11542	2.697	Adora3	0.06	0.06	0.05	0.00
11544	1.583	Adprh	33.99	32.64	25.16	0.00
11545	3.916	Parp1	17.84	18.15	14.16	0.01
11546	1.788	Parp2	3.79	4.29	3.31	0.00
11548	3.047	Adra1b	0.26	0.24	0.19	0.00
11549	4.865	Adra1a	0.24	0.22	0.18	0.05
11550	4.420	Adra1d	0.57	0.43	0.38	0.13
11551	3.750	Adra2a	0.39	0.36	0.29	0.04
11552	3.936	Adra2b	0.25	0.23	0.18	0.03
11553	3.168	Adra2c	0.36	0.33	0.25	0.00
11554	3.196	Adrb1	0.19	0.20	0.20	0.22
11555	2.144	Adrb2	6.27	5.81	4.50	0.00
11556	2.795	Adrb3	2.07	1.94	1.51	0.01
11564	2.186	Adsl	75.59	77.34	61.39	0.03
11565	1.734	Adssl1	668.15	707.05	547.43	0.00
11566	2.553	Adss	3.73	3.76	2.94	0.01
11567	2.997	Avil	2.35	2.39	1.86	0.01
11568	3.793	Aebp1	29.12	29.91	23.81	0.03
11569	7.069	Aebp2	2.85	2.76	2.38	0.10
11571	1.399	Crisp1	13.07	13.04	12.52	0.20
11572	1.387	Crisp3	0.05	0.04	0.17	0.81
11576	2.062	Afp	0.02	0.01	0.01	0.00
11593	1.266	Aga	12.38	12.45	9.63	0.00
11595	7.355	Acan	0.21	0.20	0.15	0.00
11596	1.370	Ager	0.12	0.13	0.10	0.00
11600	4.120	Angpt1	1.19	1.35	1.34	0.22
11601	2.475	Angpt2	0.94	0.89	0.69	0.00
11602	1.530	Angpt4	0.09	0.12	0.11	0.14
11603	7.588	Agrn	1.90	1.73	1.34	0.01
11604	0.661	Agrp	0.20	0.18	0.14	0.00
11605	3.032	Gla	1.37	1.30	1.04	0.04
11606	1.839	Agt	11.53	11.22	8.66	0.00
11607	2.183	Agtr1a	1.71	1.58	1.26	0.03
11608	2.147	Agtr1b	0.05	0.04	0.04	0.26
11609	3.201	Agtr2	0.03	0.03	0.02	0.00
11610	4.029	Agtrap	3.44	3.28	2.56	0.01
11611	1.517	Agxt	0.02	0.02	0.02	0.00
11614	1.794	Nr0b1	0.04	0.03	0.02	0.00
11615	1.390	AL024110	0.07	0.07	11.91	1.00
11622	5.494	Ahr	0.29	0.27	0.22	0.06
11624	4.732	Ahrr	0.02	0.03	0.02	0.00
11625	1.474	Ahsg	0.73	0.70	0.54	0.00
11628	2.397	Aicda	0.03	0.03	0.02	0.00
11629	0.875	Aif1	1.08	1.14	0.88	0.00
11630	7.416	Aim1	0.56	0.54	0.42	0.01
11632	1.347	Aip	76.57	76.02	59.06	0.01
11634	1.929	Aire	0.02	0.02	0.02	0.00
11636	2.370	Ak1	696.56	606.07	476.29	0.02
11637	2.135	Ak2	15.28	15.46	13.14	0.09
11639	4.322	Ak3l1	0.68	0.61	0.64	0.27
11640	3.911	Akap1	15.31	15.15	11.92	0.02
11641	11.328	Akap2	2.92	2.71	2.12	0.02
11642	3.078	Akap3	0.01	0.01	0.01	0.00
11643	2.994	Akap4	0.01	0.01	0.01	0.00
11647	2.455	Akp2	4.45	4.39	3.46	0.02
11648	1.680	Akp3	0.00	0.00	0.01	1.00
11650	2.113	Akp5	0.03	0.03	0.02	0.00
11651	2.604	Akt1	27.98	29.18	23.70	0.05
11652	4.317	Akt2	33.65	23.06	65.60	0.73
11655	2.129	Alas1	50.52	50.03	38.68	0.00
11656	1.948	Alas2	7.05	6.91	5.34	0.00
11657	2.108	Alb1	2.60	2.75	2.12	0.00
11658	5.976	Alcam	0.34	0.26	0.21	0.04
11666	3.979	Abcd1	9.94	9.23	7.15	0.00
11668	2.032	Aldh1a1	46.33	46.40	41.81	0.14
11669	2.207	Aldh2	83.32	86.26	66.84	0.01
11670	1.722	Aldh3a1	0.65	0.62	0.48	0.00
116701	2.331	Fgfrl1	14.76	14.03	10.94	0.01
11671	3.131	Aldh3a2	5.75	5.60	4.35	0.01
116731	5.740	Pcdha1	0.06	0.01	0.01	0.00
116732	1.141	Tsga13	0.00	0.00	0.00	0.00
116733	2.075	Vps4a	45.42	45.36	37.19	0.06
11674	1.438	Aldoa	7508.65	7780.06	15405.76	0.61
116746	0.323	Defb6	0.30	0.28	0.22	0.00
116748	0.953	Lsm10	13.57	11.64	8.97	0.00
11676	1.702	Aldoc	2.73	2.92	2.29	0.02
11677	1.380	Akr1b3	11.14	10.43	96.11	0.92
116810	2.970	Foxn4	0.02	0.02	0.02	0.34
11682	6.248	Alk	0.06	0.34	0.27	0.03
116837	7.352	Rims1	0.03	0.07	0.07	0.19
116838	5.437	Rims2	0.03	0.04	0.03	0.00
11684	2.991	Alox12	1.03	0.99	0.77	0.01
116847	3.604	Prelp	18.03	16.87	13.14	0.01
116848	8.369	Baz2a	2.14	2.08	1.70	0.05
116849	1.111	Iltifb	0.00	0.00	0.00	0.00
11685	2.309	Alox12e	0.03	0.03	0.02	0.00
116852	1.709	Akr1c20	0.00	0.02	0.02	0.00
11686	2.347	Alox12b	0.61	0.61	0.47	0.00
11687	2.414	Alox15	0.14	0.13	0.10	0.00
116870	2.848	Mta1	14.99	15.83	12.33	0.01
116871	4.047	Mta3	3.18	1.98	1.54	0.01
116872	1.886	Serpinb7	0.03	0.05	0.04	0.00
116873	4.033	Stim2	6.72	6.65	5.17	0.01
11688	3.269	Alox8	0.01	0.01	0.01	0.00
11689	2.827	Alox5	0.56	0.57	0.44	0.00
116891	3.623	Derl2	3.95	3.91	3.03	0.01
11690	0.935	Alox5ap	5.98	6.00	4.63	0.00
116903	0.826	Calcb	0.12	0.15	0.12	0.00
116904	6.369	Alpk3	31.28	29.94	23.22	0.01
116905	2.103	Dph1	3.97	3.18	2.46	0.00
116909	2.716	Cts7-ps	0.00	0.00	0.00	0.00
116911	1.062	Cts8-ps	0.00	0.00	0.00	0.00
116913	1.143	Tpbpb	0.00	0.34	0.26	0.00
116914	3.546	Slc19a2	1.43	1.35	1.05	0.01
11692	1.775	Gfer	23.15	22.76	20.49	0.14
116939	4.649	Pnpla3	1.86	1.88	1.49	0.03
11694	1.867	Alx3	0.02	0.02	0.03	0.45
116940	4.309	Tgs1	1.38	1.30	1.46	0.31
11695	1.770	Alx4	0.20	0.19	0.17	0.15
116972	1.974	2310047D13Rik	2.19	2.10	1.64	0.01
11698	1.854	Ambn	0.02	0.02	0.02	0.00
11699	1.233	Ambp	0.27	0.25	0.19	0.00
117004	0.942	Olfr73	0.03	0.03	0.02	0.00
117005	0.957	Olfr74	0.00	0.00	0.00	0.00
11701	2.188	Amd-ps1	0.51	0.47	7.29	0.95
11702	3.190	Amd1	10.49	9.71	157.42	0.95
11703	1.005	Amd2	0.10	0.00	11.60	1.00
11704	0.966	Amelx	0.00	0.00	0.00	0.00
11705	1.665	Amh	0.10	0.09	0.07	0.00
117066	1.381	Cts3	0.00	0.00	0.00	0.00
117109	0.991	Pop5	28.52	29.36	22.66	0.00
117146	5.191	Ube3b	40.08	40.53	31.35	0.00
117147	2.038	Acsm1	0.03	0.03	0.02	0.00
117148	1.971	Efcbp2	0.25	0.25	0.26	0.27
117149	2.582	Tirap	4.97	4.72	4.14	0.12
117150	3.298	Pip5k2c	5.78	5.65	4.38	0.00
117158	0.842	Scgb3a2	0.00	0.00	0.00	0.00
117160	3.456	Ttyh2	4.34	4.37	3.47	0.03
117167	3.140	Steap4	10.96	10.37	8.05	0.01
11717	4.084	Ampd3	2.39	2.37	1.83	0.00
117171	1.092	1110038F14Rik	10.87	10.68	10.26	0.20
117172	0.943	2310034C09Rik	1.77	1.64	1.78	0.29
117197	1.306	Cno	8.19	7.59	5.89	0.01
117198	5.145	Ivns1abp	31.28	31.29	24.19	0.00
11720	4.195	Mat1a	0.18	0.16	0.13	0.04
11722	1.771	Amy1	12.41	12.35	12.05	0.21
117229	2.399	Stk33	0.01	0.01	0.01	0.00
11727	0.681	Ang1	2.59	2.40	1.92	0.04
11728	0.153	Ang-ps1	0.00	0.00	0.00	0.00
11730	0.438	Ang3	0.07	0.07	0.05	0.00
11731	0.438	Ang2	0.07	0.07	0.11	0.50
11732	3.494	Ank	54.77	54.08	41.93	0.01
11733	9.268	Ank1	47.83	54.74	42.61	0.01
11735	10.966	Ank3	6.46	6.54	5.35	0.06
11736	8.034	Ankfy1	1.93	1.91	1.48	0.01
11737	2.812	Anp32a	14.72	11.74	10.82	0.16
11739	1.294	Slc25a4	2852.03	2791.97	2224.98	0.03
11740	1.314	Slc25a5	5.76	5.07	29.03	0.87
11744	2.444	Anxa11	26.21	28.90	53.03	0.58
11745	1.567	Anxa3	10.35	10.93	8.44	0.00
11746	1.968	Anxa4	8.88	9.39	7.26	0.00
11747	1.533	Anxa5	31.75	34.42	26.63	0.00
11749	2.455	Anxa6	109.48	124.50	96.35	0.00
11750	3.019	Anxa7	37.98	35.84	27.75	0.00
11752	1.871	Anxa8	2.83	3.00	2.33	0.01
11754	4.390	Aoc3	5.84	5.47	4.51	0.07
11757	1.445	Prdx3	146.02	148.34	115.94	0.01
11758	2.334	Prdx6	40.49	38.46	35.49	0.16
117586	1.823	A1bg	0.11	0.10	0.08	0.00
117589	6.038	Asb7	0.98	1.28	1.01	0.02
117590	2.318	Asb10	53.20	51.25	39.98	0.01
117591	3.887	Slc2a9	0.15	0.22	0.20	0.15
117592	2.121	B3galt6	2.11	1.96	1.52	0.01
117599	4.457	Helb	1.42	1.35	1.06	0.02
117600	8.393	Srgap1	0.16	0.14	0.11	0.03
117606	4.428	Boc	1.50	1.48	1.16	0.01
11761	4.544	Aox1	4.33	4.47	3.54	0.03
11764	3.942	Ap1b1	11.61	12.02	9.36	0.01
11765	6.799	Ap1g1	5.42	4.45	3.45	0.00
11766	2.600	Ap1g2	2.21	1.85	1.44	0.01
11767	2.056	Ap1m1	16.59	16.15	12.58	0.01
11768	1.864	Ap1m2	0.98	1.46	1.14	0.01
11769	1.277	Ap1s1	14.91	15.12	11.80	0.01
11770	0.615	Fabp4	557.51	565.35	438.12	0.01
11771	3.443	Ap2a1	22.64	22.55	18.19	0.04
11772	4.581	Ap2a2	17.48	17.29	14.39	0.07
11773	2.057	Ap2m1	4.83	4.66	52.82	0.93
11774	4.054	Ap3b1	6.42	6.66	5.20	0.01
11775	3.806	Ap3b2	0.08	0.09	0.08	0.08
11776	4.773	Ap3d1	9.26	9.43	7.35	0.01
11777	1.479	Ap3s1	1.00	0.92	4.84	0.85
11778	5.904	Ap3s2	7.98	7.45	5.86	0.02
11781	1.714	Ap4m1	3.40	3.32	2.59	0.01
11782	1.034	Ap4s1	54.51	54.22	41.98	0.00
11783	6.621	Apaf1	0.46	0.47	0.37	0.01
11784	3.705	Apba2	0.10	0.11	0.08	0.00
11785	2.966	Apbb1	4.26	3.90	3.41	0.12
11787	5.375	Apbb2	9.39	7.49	5.81	0.01
11789	11.584	Apc	1.49	1.31	1.06	0.05
11790	11.106	Speg	23.29	23.11	17.93	0.01
11792	1.508	Apex1	17.64	9.65	8.20	0.09
11793	2.352	Atg5	6.88	6.89	5.36	0.01
11796	2.667	Birc3	1.94	1.91	1.87	0.21
11797	3.139	Birc2	4.15	4.04	3.34	0.07
11798	5.716	Birc4	2.32	2.94	2.43	0.07
11799	4.053	Birc5	0.23	0.23	0.20	0.11
11800	3.702	Api5	4.00	3.88	4.91	0.39
11801	1.942	Cd5l	0.27	0.25	0.19	0.00
11803	2.369	Aplp1	0.68	0.69	0.53	0.00
11804	3.867	Aplp2	54.07	49.45	38.48	0.01
11806	0.905	Apoa1	1.16	1.11	0.86	0.00
11807	0.477	Apoa2	1.92	2.22	1.71	0.00
11808	1.666	Apoa4	0.06	0.05	0.04	0.00
11810	2.577	Apobec1	1.05	0.96	0.76	0.02
11811	1.218	Apobec2	616.02	592.05	458.40	0.00
11812	0.545	Apoc1	10.46	9.06	6.98	0.00
11813	0.722	Apoc2	0.27	0.29	0.22	0.00
11814	0.524	Apoc3	1.00	1.21	0.93	0.00
11815	1.968	Apod	60.10	58.10	45.02	0.01
11816	1.089	Apoe	233.53	237.15	183.21	0.00
11818	1.165	Apoh	1.01	1.01	0.78	0.00
11819	4.870	Nr2f2	2.67	2.49	2.02	0.05
11820	3.379	App	44.33	44.91	34.84	0.01
11821	0.866	Aprt	29.58	29.12	23.36	0.04
11826	2.627	Aqp1	221.82	208.78	161.84	0.01
11827	1.400	Aqp2	0.09	0.09	0.07	0.00
11828	1.763	Aqp3	0.61	0.60	0.49	0.05
11829	4.930	Aqp4	5.28	4.48	3.48	0.01
11830	1.551	Aqp5	2.26	2.19	1.70	0.01
11831	2.060	Aqp6	0.03	0.03	0.03	0.33
11832	2.355	Aqp7	2.33	2.33	1.84	0.02
11833	1.451	Aqp8	0.02	0.02	0.05	0.68
11834	4.866	Aqr	2.80	3.03	2.34	0.00
11835	7.881	Ar	1.51	1.83	1.43	0.02
11836	2.302	Araf	26.47	28.38	21.94	0.00
11837	1.310	Arbp	156.62	146.11	624.68	0.82
11838	3.057	Arc	0.66	0.61	0.47	0.00
11839	1.199	Areg	0.11	0.10	0.08	0.00
11840	2.084	Arf1	39.76	33.18	99.33	0.74
11841	2.759	Arf2	6.37	6.10	4.84	0.03
11842	3.584	Arf3	4.76	4.52	3.71	0.06
11843	2.217	Arf4	19.88	18.74	14.59	0.01
11844	1.054	Arf5	53.82	57.59	45.04	0.01
118445	2.652	Klf16	1.54	1.43	1.12	0.02
118446	3.515	Gje1	0.37	0.35	0.29	0.07
118449	5.943	Synpo2	70.21	77.03	61.41	0.03
11845	1.973	Arf6	15.22	11.34	9.05	0.03
118451	2.079	Mrps2	11.96	11.34	9.10	0.04
118452	2.315	Baalc	0.11	0.10	0.08	0.00
118453	3.088	Mmp28	1.54	1.50	1.16	0.01
118454	3.594	Gja12	0.16	0.16	0.12	0.00
11846	1.682	Arg1	0.25	0.23	0.18	0.00
11847	1.375	Arg2	0.21	0.15	0.12	0.00
11848	2.381	Rhoa	16.46	14.01	37.15	0.71
11849	0.753	Rhoay-ps1	0.00	0.00	0.34	1.00
11850	0.561	Rhoay-ps2	0.00	0.00	0.58	1.00
11851	0.684	Rhoay-ps3	0.00	0.00	0.44	1.00
11852	2.228	Rhob	47.37	43.88	34.15	0.01
11853	1.038	Rhoc	36.40	35.53	27.59	0.01
11854	1.338	Rhod	0.49	0.52	0.40	0.00
11855	7.165	Arhgap5	2.86	2.46	2.01	0.06
11856	5.748	Arhgap6	0.74	0.72	0.56	0.00
11857	1.211	Arhgdib	18.74	17.97	14.08	0.02
11858	1.293	Rnd2	1.91	1.78	1.81	0.24
11859	1.432	Phox2a	0.96	0.19	0.15	0.00
11861	3.807	Arl4a	9.58	9.05	7.56	0.08
11863	4.579	Arnt	7.93	7.92	6.18	0.01
11864	5.886	Arnt2	0.29	0.30	0.24	0.02
11865	2.904	Arntl	3.45	3.63	2.81	0.00
11867	1.595	Arpc1b	14.99	14.80	21.44	0.47
11870	1.417	Art1	258.47	250.25	194.03	0.01
11871	0.864	Art2a	0.00	0.00	0.00	0.00
11872	0.870	Art2b	0.08	0.07	0.08	0.33
11875	1.848	Art5	26.59	25.99	20.09	0.00
11876	2.177	Artn	0.09	0.08	0.06	0.00
11877	4.624	Arvcf	4.41	4.40	3.47	0.02
11878	2.871	Arx	0.18	0.17	0.15	0.11
11881	3.989	Arsb	2.18	2.08	1.61	0.00
11883	3.485	Arsa	2.44	2.35	1.83	0.01
11886	2.316	Asah1	8.20	8.27	6.39	0.00
11889	1.245	Asgr1	0.00	0.05	0.04	0.00
11890	1.373	Asgr2	0.12	0.13	0.10	0.00
11891	2.971	Rab27a	1.57	1.50	1.16	0.00
11898	1.631	Ass1	0.54	0.50	1.50	0.74
