gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
100040271	0.647	LOC100040271	0.05	0.05	0.04	0.00
100040272	1.187	LOC100040272	0.00	0.00	0.00	0.00
100040273	1.190	LOC100040273	0.00	0.00	0.00	0.00
100040274	0.406	LOC100040274	0.00	0.00	0.00	0.00
100040275	0.242	LOC100040275	0.00	0.00	0.00	0.00
100040276	0.729	LOC100040276	0.00	0.00	0.00	0.00
100040277	0.474	LOC100040277	0.27	0.25	0.44	0.56
100040278	2.157	LOC100040278	0.17	0.15	1.32	0.91
100040279	2.786	LOC100040279	0.00	0.00	0.00	0.00
100040280	1.253	LOC100040280	0.00	0.00	0.00	0.00
100040281	0.165	LOC100040281	0.00	0.00	0.00	0.00
100040282	0.771	LOC100040282	0.04	0.04	0.03	0.00
100040283	0.408	LOC100040283	0.00	0.00	0.00	0.00
100040284	0.456	LOC100040284	0.00	0.00	0.05	1.00
100040285	9.845	LOC100040285	0.01	0.01	0.01	0.38
100040286	0.429	LOC100040286	0.00	0.00	0.00	0.00
100040287	0.396	LOC100040287	8.03	7.45	24.26	0.76
100040288	0.186	LOC100040288	0.00	0.00	0.00	0.00
100040289	2.701	LOC100040289	0.00	0.00	0.00	0.00
100040290	2.189	LOC100040290	0.00	0.00	0.00	0.00
100040291	11.553	LOC100040291	0.16	0.15	0.14	0.18
100040292	0.412	LOC100040292	0.08	0.07	0.11	0.51
100040293	1.155	LOC100040293	0.06	0.05	0.06	0.34
100040294	0.820	LOC100040294	0.00	0.07	0.05	0.00
100040295	2.791	LOC100040295	0.00	0.00	0.00	0.00
100040296	2.912	LOC100040296	0.00	0.00	0.00	0.00
100040297	0.802	LOC100040297	1.78	1.61	1.26	0.00
100040298	0.932	LOC100040298	0.31	0.29	13.11	0.98
100040299	0.672	LOC100040299	0.00	0.00	0.00	0.00
100040300	0.574	LOC100040300	0.40	0.37	0.58	0.50
100040301	0.303	LOC100040301	0.00	0.00	0.00	0.00
100040302	0.532	LOC100040302	0.12	0.11	0.17	0.51
100040303	4.351	LOC100040303	0.03	0.03	0.05	0.54
100040304	0.525	LOC100040304	0.00	0.00	0.49	1.00
100040305	1.718	LOC100040305	5.69	28.83	28.14	0.20
100040306	0.569	LOC100040306	0.00	0.00	0.04	1.00
100040307	1.380	LOC100040307	0.12	0.11	0.12	0.28
100040308	1.171	LOC100040308	0.00	0.00	0.00	0.00
100040309	28.873	LOC100040309	0.02	0.02	0.03	0.50
100040310	0.498	LOC100040310	0.00	0.00	0.00	0.00
100040311	24.373	LOC100040311	0.00	0.00	0.00	1.00
100040312	0.983	LOC100040312	0.53	0.34	0.27	0.00
100040313	0.656	LOC100040313	0.00	0.00	0.00	0.00
100040314	0.552	LOC100040314	0.00	0.00	0.00	0.00
100040315	2.942	LOC100040315	0.00	0.00	0.02	1.00
100040317	1.011	LOC100040317	0.00	0.00	0.00	0.00
100040318	1.042	LOC100040318	0.00	0.00	0.00	0.00
100040319	7.600	LOC100040319	0.00	0.00	0.02	1.00
100040320	1.120	LOC100040320	0.00	0.00	0.25	1.00
100040321	0.991	LOC100040321	0.03	0.03	0.07	0.67
100040322	0.887	LOC100040322	0.00	0.00	0.00	0.00
100040323	1.037	LOC100040323	0.00	0.00	0.00	0.00
100040324	0.294	LOC100040324	0.00	0.00	0.00	0.00
100040325	0.414	LOC100040325	0.00	0.00	0.00	0.00
100040326	8.101	LOC100040326	0.10	0.09	0.10	0.29
100040327	0.480	LOC100040327	0.00	0.00	0.00	0.00
100040328	0.650	LOC100040328	0.00	0.00	0.00	0.00
100040329	0.480	LOC100040329	0.00	0.00	0.00	0.00
100040330	0.544	LOC100040330	0.00	0.00	0.00	0.00
100040331	0.655	LOC100040331	2.92	2.71	52.05	0.96
100040332	0.327	LOC100040332	2.18	2.03	75.83	0.98
100040333	0.830	LOC100040333	0.00	0.00	0.06	1.00
100040335	1.768	LOC100040335	0.00	0.00	0.00	0.00
100040336	1.190	LOC100040336	0.00	0.00	0.00	0.00
100040337	1.137	LOC100040337	0.00	0.00	0.00	0.00
100040338	0.529	LOC100040338	0.06	0.06	0.05	0.00
100040339	0.580	LOC100040339	0.11	0.10	0.08	0.00
100040340	0.390	LOC100040340	9.57	8.88	61.16	0.89
100040341	0.210	LOC100040341	0.00	0.00	0.00	0.00
100040342	0.699	LOC100040342	0.00	0.00	50.50	1.00
100040343	0.636	LOC100040343	0.15	0.14	0.18	0.40
100040344	0.678	LOC100040344	0.19	0.18	0.28	0.50
100040345	2.725	LOC100040345	0.00	0.00	0.00	0.00
100040346	0.186	LOC100040346	0.00	0.00	0.00	0.00
100040347	2.694	LOC100040347	0.00	0.00	0.00	0.00
100040348	1.143	LOC100040348	0.00	0.00	0.00	0.00
100040349	3.239	LOC100040349	0.02	0.02	0.02	0.00
100040350	9.075	LOC100040350	0.02	0.02	0.02	0.33
100040351	0.390	LOC100040351	0.00	0.00	0.00	0.00
100040352	0.554	LOC100040352	0.00	0.00	0.00	0.00
100040353	2.439	LOC100040353	1.14	1.00	0.80	0.02
100040354	14.004	LOC100040354	0.01	0.01	0.03	0.70
100040355	0.243	LOC100040355	0.00	0.00	0.00	0.00
100040356	0.316	LOC100040356	0.41	0.38	0.82	0.64
100040357	0.651	LOC100040357	0.00	0.00	0.00	0.00
100040358	0.278	LOC100040358	0.12	0.11	0.09	0.00
100040359	2.329	LOC100040359	0.00	0.00	0.00	0.00
100040360	0.743	LOC100040360	0.04	0.04	0.13	0.75
100040361	0.284	LOC100040361	0.23	0.21	7.54	0.98
100040363	1.185	LOC100040363	0.00	0.00	0.00	0.00
100040364	1.357	LOC100040364	0.00	0.00	0.00	0.00
100040365	1.190	LOC100040365	0.00	0.00	0.00	0.00
100040366	16.685	LOC100040366	0.02	0.02	0.12	0.87
100040368	1.874	LOC100040368	1.09	1.04	0.81	0.00
100040369	0.477	LOC100040369	0.00	0.00	0.10	1.00
100040370	0.534	LOC100040370	0.00	0.00	0.00	0.00
100040371	0.668	LOC100040371	0.05	0.05	0.04	0.00
100040372	0.781	LOC100040372	0.00	0.00	0.00	0.00
100040373	0.785	LOC100040373	0.04	0.04	0.06	0.49
100040374	0.171	LOC100040374	0.00	0.00	0.00	0.00
100040375	1.668	LOC100040375	0.29	0.31	0.24	0.00
100040376	1.169	LOC100040376	0.00	0.00	0.00	0.00
100040377	1.237	LOC100040377	0.00	0.00	0.00	0.00
100040378	0.751	LOC100040378	0.00	0.00	0.03	1.00
100040379	0.300	LOC100040379	0.00	0.00	0.00	0.00
100040380	0.654	LOC100040380	0.00	0.00	0.00	0.00
100040381	0.644	LOC100040381	0.00	0.00	0.00	0.00
100040382	1.578	LOC100040382	0.00	0.00	0.00	0.00
100040383	1.190	LOC100040383	0.00	0.00	0.00	0.00
100040384	1.250	LOC100040384	0.00	0.00	0.00	0.00
100040385	0.463	LOC100040385	0.42	0.39	1.27	0.76
100040386	2.063	LOC100040386	0.00	0.00	0.02	1.00
100040387	0.330	LOC100040387	0.00	0.00	0.00	0.00
100040388	1.083	LOC100040388	0.63	0.58	1.06	0.57
100040389	0.373	LOC100040389	0.00	0.00	0.00	0.00
100040390	3.516	LOC100040390	0.00	0.00	0.00	0.00
100040391	0.835	LOC100040391	0.00	0.00	0.00	0.00
100040392	1.578	LOC100040392	0.06	0.06	0.05	0.00
100040394	0.690	LOC100040394	0.09	0.09	1.78	0.96
100040395	1.227	LOC100040395	0.00	0.00	0.00	0.00
100040396	1.136	LOC100040396	0.00	0.00	0.00	0.00
100040397	0.333	LOC100040397	0.10	0.09	0.28	0.75
100040398	0.471	LOC100040398	0.00	0.00	0.05	1.00
100040399	23.231	LOC100040399	0.00	0.00	0.00	0.00
100040400	2.190	LOC100040400	0.00	0.00	0.00	0.00
100040401	4.828	LOC100040401	0.01	0.01	0.05	0.83
100040402	0.843	LOC100040402	0.85	0.14	0.11	0.00
100040403	14.108	LOC100040403	0.02	0.02	0.05	0.69
100040404	0.789	LOC100040404	0.08	0.08	0.12	0.49
100040405	1.237	LOC100040405	0.00	0.00	0.00	0.00
100040407	5.942	LOC100040407	0.04	0.04	0.06	0.47
100040408	4.267	LOC100040408	0.00	0.00	0.00	0.00
100040409	0.726	LOC100040409	0.04	0.04	0.39	0.92
100040410	0.704	LOC100040410	0.00	0.00	0.00	0.00
100040411	0.432	LOC100040411	0.00	0.00	0.00	0.00
100040412	1.154	LOC100040412	0.00	0.00	0.00	0.00
100040413	1.305	LOC100040413	0.05	0.05	0.36	0.89
100040414	0.348	LOC100040414	0.09	0.09	0.21	0.66
100040415	0.138	LOC100040415	0.00	0.00	0.00	0.00
100040416	0.754	LOC100040416	0.17	0.16	16.15	0.99
100040417	23.789	LOC100040417	0.00	0.00	0.00	0.00
100040418	2.189	LOC100040418	0.00	0.00	0.00	0.00
100040419	87.923	LOC100040419	0.02	0.02	0.02	0.20
100040420	1.008	LOC100040420	0.00	0.00	0.02	1.00
100040421	0.342	LOC100040421	0.00	0.00	0.00	0.00
100040422	0.578	LOC100040422	0.11	0.10	0.08	0.00
100040423	1.247	LOC100040423	0.00	0.00	0.00	0.00
100040424	15.790	LOC100040424	0.00	0.00	0.00	0.00
100040425	0.159	LOC100040425	0.00	0.00	0.00	0.00
100040426	0.351	LOC100040426	1.39	1.29	110.96	0.99
100040427	2.619	LOC100040427	0.03	0.02	0.02	0.00
100040428	1.841	LOC100040428	0.00	0.00	0.00	0.00
100040429	2.189	LOC100040429	0.00	0.00	0.00	0.00
100040430	0.207	LOC100040430	0.16	0.15	0.23	0.49
100040431	7.319	LOC100040431	0.32	0.30	0.32	0.27
100040432	0.545	LOC100040432	0.12	0.11	0.39	0.78
100040433	5.395	LOC100040433	0.00	0.00	0.00	0.00
100040435	1.137	LOC100040435	0.00	0.00	0.00	0.00
100040436	1.187	LOC100040436	0.00	0.00	0.00	0.00
100040437	1.520	LOC100040437	0.28	0.26	0.20	0.00
100040438	149.777	LOC100040438	0.01	0.01	0.02	0.51
100040439	1.032	LOC100040439	0.91	0.85	5.75	0.88
100040440	28.188	LOC100040440	0.02	0.02	0.03	0.53
100040441	22.119	LOC100040441	0.01	0.01	0.04	0.79
100040442	24.130	LOC100040442	0.05	0.04	0.04	0.30
100040443	1.155	LOC100040443	0.00	0.00	0.33	1.00
100040444	15.162	LOC100040444	0.00	0.00	0.00	0.00
100040445	0.165	LOC100040445	0.00	0.00	0.00	0.00
100040446	0.756	LOC100040446	0.04	0.04	0.03	0.00
100040447	1.827	LOC100040447	0.04	0.03	0.02	0.00
100040448	1.950	LOC100040448	0.00	0.00	0.00	0.00
100040449	1.137	LOC100040449	0.00	0.00	0.00	0.00
100040450	1.043	LOC100040450	0.00	0.00	0.00	0.00
100040451	0.843	LOC100040451	0.00	0.00	0.00	0.00
100040452	0.505	LOC100040452	0.00	0.00	0.00	0.00
100040453	1.561	LOC100040453	0.00	0.00	1.31	1.00
100040454	3.800	LOC100040454	0.01	0.01	0.03	0.76
100040455	25.904	LOC100040455	0.01	0.01	0.02	0.54
100040456	0.354	LOC100040456	0.00	0.00	0.00	0.00
100040457	2.059	LOC100040457	0.00	0.00	0.00	0.00
100040458	1.950	LOC100040458	0.00	0.00	0.00	0.00
100040459	1.251	LOC100040459	0.00	0.00	0.00	0.00
100040460	1.171	LOC100040460	0.00	0.00	0.00	0.00
100040461	0.649	LOC100040461	0.00	0.00	0.00	0.00
100040462	2.125	LOC100040462	1.06	1.29	2.01	0.50
100040463	28.999	LOC100040463	0.01	0.01	0.01	0.38
100040464	0.886	LOC100040464	0.00	0.00	0.11	1.00
100040465	1.482	LOC100040465	6.53	6.07	4.91	0.03
100040466	0.636	LOC100040466	0.15	0.14	0.18	0.40
100040467	1.323	LOC100040467	0.00	0.00	0.00	0.00
100040468	0.650	LOC100040468	0.00	0.00	0.00	0.00
100040469	32.747	LOC100040469	0.00	0.00	0.00	0.00
100040470	129.231	LOC100040470	0.01	0.01	0.03	0.70
100040471	8.867	LOC100040471	0.00	0.00	0.46	1.00
100040472	2.869	LOC100040472	0.01	0.01	0.02	0.51
100040473	0.394	LOC100040473	0.58	0.53	0.47	0.13
100040474	4.320	LOC100040474	0.00	0.00	0.00	0.00
100040475	1.249	LOC100040475	0.00	0.00	0.00	0.00
100040476	0.949	LOC100040476	0.03	0.03	0.02	0.00
100040477	0.333	LOC100040477	0.00	0.00	0.00	0.00
100040478	2.842	LOC100040478	0.00	0.00	0.00	0.00
100040479	0.353	LOC100040479	0.00	0.00	0.00	0.00
100040480	0.620	LOC100040480	0.38	1.02	1.37	0.42
100040481	2.471	LOC100040481	0.12	0.83	0.68	0.04
100040482	1.949	LOC100040482	0.00	0.00	0.00	0.00
100040483	1.175	LOC100040483	0.00	0.00	0.00	0.00
100040484	0.987	LOC100040484	0.00	0.27	0.28	0.25
100040485	1.675	LOC100040485	4.63	0.95	0.79	0.05
100040486	1.181	LOC100040486	0.03	0.03	0.08	0.72
100040487	14.967	LOC100040487	0.00	0.00	0.00	0.00
100040488	1.678	LOC100040488	0.00	0.00	1.26	1.00
100040489	2.697	LOC100040489	0.00	0.00	0.00	0.00
100040490	26.997	LOC100040490	0.00	0.00	0.00	0.00
100040491	1.022	LOC100040491	0.03	0.03	0.02	0.00
100040492	12.872	LOC100040492	0.02	0.01	0.02	0.48
100040493	0.935	LOC100040493	0.03	0.06	0.05	0.00
100040494	1.684	LOC100040494	0.00	0.00	0.00	0.00
100040495	0.855	LOC100040495	0.00	0.00	0.00	0.00
100040496	0.908	LOC100040496	0.43	0.40	2.13	0.85
100040497	121.739	LOC100040497	0.02	0.01	0.02	0.51
100040498	0.360	LOC100040498	0.18	0.17	0.39	0.66
100040499	2.611	LOC100040499	0.01	0.01	0.02	0.54
100040500	8.859	LOC100040500	0.00	0.00	0.46	1.00
100040501	17.191	LOC100040501	0.33	0.31	0.34	0.28
100040502	1.574	LOC100040502	0.00	1.53	5.33	0.78
100040503	4.267	LOC100040503	0.00	0.00	0.00	0.00
100040504	0.841	LOC100040504	0.00	0.00	0.00	0.00
100040505	2.650	LOC100040505	0.06	0.06	0.89	0.95
100040506	0.351	LOC100040506	0.00	0.00	0.00	0.00
100040507	1.033	LOC100040507	4.42	5.07	4.01	0.01
100040508	0.569	LOC100040508	2.05	1.91	1.91	0.22
100040509	1.171	LOC100040509	0.00	0.00	0.00	0.00
100040510	26.990	LOC100040510	0.00	0.00	0.00	0.00
100040511	1.390	LOC100040511	0.52	0.48	0.38	0.00
100040513	0.264	LOC100040513	0.00	0.00	0.36	1.00
100040514	0.752	LOC100040514	0.00	0.00	0.00	0.00
100040515	0.702	LOC100040515	0.42	0.39	0.41	0.25
100040516	0.771	LOC100040516	0.04	0.04	0.03	0.00
100040517	0.660	LOC100040517	0.00	0.00	0.00	0.00
100040518	1.166	LOC100040518	1.22	1.14	0.91	0.02
100040519	0.694	LOC100040519	1.64	1.52	17.71	0.93
100040520	1.419	LOC100040520	0.05	0.04	0.03	0.00
100040521	1.042	LOC100040521	0.00	0.00	0.00	0.00
100040522	2.207	LOC100040522	0.00	0.00	0.00	0.00
100040523	0.546	LOC100040523	0.00	0.00	0.00	0.00
100040524	0.676	LOC100040524	0.14	0.13	0.10	0.00
100040525	52.066	LOC100040525	0.00	0.00	0.08	1.00
100040526	0.609	LOC100040526	0.32	0.30	3.52	0.93
100040527	0.398	LOC100040527	0.24	0.23	1.01	0.82
100040528	0.796	LOC100040528	0.08	0.08	0.09	0.32
100040529	0.675	LOC100040529	0.05	0.04	0.03	0.00
100040531	4.923	LOC100040531	0.00	0.00	0.41	1.00
100040532	0.334	LOC100040532	2.53	2.34	28.83	0.94
100040533	1.950	LOC100040533	0.00	0.00	0.00	0.00
100040534	1.136	LOC100040534	0.00	0.00	0.00	0.00
100040535	1.057	LOC100040535	0.00	0.06	0.05	0.00
100040536	0.804	LOC100040536	0.00	0.00	0.03	1.00
100040537	1.148	LOC100040537	0.03	0.03	0.11	0.78
100040538	0.596	LOC100040538	12.95	17.78	20.38	0.32
100040539	0.315	LOC100040539	0.00	0.00	0.00	0.00
100040540	0.640	LOC100040540	1.17	1.08	75.42	0.99
100040541	1.190	LOC100040541	0.00	0.00	0.00	0.00
100040542	30.521	LOC100040542	0.01	0.01	0.02	0.52
100040543	1.021	LOC100040543	0.17	0.68	7.24	0.93
100040544	2.672	LOC100040544	0.00	0.00	0.00	0.00
100040545	5.695	LOC100040545	0.00	0.00	0.00	1.00
100040546	1.403	LOC100040546	0.00	0.00	0.00	0.00
100040547	1.185	LOC100040547	0.00	0.25	19.31	0.99
100040548	0.228	LOC100040548	0.00	0.00	0.00	0.00
100040549	0.606	LOC100040549	0.00	0.00	0.00	0.00
100040550	370.116	LOC100040550	0.01	0.01	0.02	0.56
100040551	0.628	LOC100040551	1.34	1.25	69.70	0.99
100040552	1.015	LOC100040552	0.00	0.00	0.00	0.00
100040553	0.651	LOC100040553	0.00	0.00	0.00	0.00
100040554	2.208	LOC100040554	0.00	0.00	0.00	0.00
100040555	1.209	LOC100040555	0.00	0.00	0.00	0.00
100040556	1.402	LOC100040556	0.00	0.00	0.00	0.00
100040557	0.728	LOC100040557	0.00	0.00	0.00	0.00
100040558	1.650	LOC100040558	0.10	0.04	0.03	0.00
100040559	0.777	LOC100040559	0.38	0.35	0.64	0.57
100040560	0.906	LOC100040560	0.00	0.00	0.00	0.00
100040561	0.659	LOC100040561	0.94	0.87	1.82	0.63
100040562	2.203	LOC100040562	0.03	0.03	0.03	0.31
100040563	12.349	LOC100040563	0.00	0.00	0.23	1.00
100040564	2.700	LOC100040564	0.00	0.00	0.00	0.00
100040565	1.209	LOC100040565	0.00	0.00	0.04	1.00
100040566	0.600	LOC100040566	0.00	0.00	0.04	1.00
100040567	0.743	LOC100040567	0.00	0.00	0.00	0.00
100040568	0.606	LOC100040568	0.05	0.05	0.04	0.00
100040569	1.522	LOC100040569	0.21	0.08	0.08	0.20
100040570	0.222	LOC100040570	0.00	0.00	0.00	0.00
100040571	0.723	LOC100040571	0.00	0.00	0.03	1.00
100040572	0.733	LOC100040572	0.00	0.00	0.00	0.00
100040573	4.214	LOC100040573	0.00	0.00	0.00	0.00
100040574	1.697	LOC100040574	0.11	0.04	0.03	0.00
100040575	1.562	LOC100040575	0.00	0.00	0.00	0.00
100040576	15.373	LOC100040576	0.15	0.14	0.14	0.20
100040577	5.034	LOC100040577	0.01	0.02	0.02	0.37
100040578	34.229	LOC100040578	0.00	0.00	0.00	1.00
100040579	82.722	LOC100040579	0.01	0.01	0.02	0.65
100040580	10.546	LOC100040580	0.06	0.05	0.06	0.36
100040581	1.050	LOC100040581	0.00	0.00	0.00	0.00
100040582	8.000	LOC100040582	0.00	0.00	0.00	0.00
100040583	1.174	LOC100040583	0.03	0.03	0.02	0.00
100040584	1.831	LOC100040584	0.04	0.03	0.02	0.00
100040585	1.628	LOC100040585	0.00	0.00	0.00	0.00
100040586	2.194	LOC100040586	0.00	0.00	0.00	0.00
100040587	11.983	LOC100040587	0.00	0.00	0.00	1.00
100040588	2.251	LOC100040588	0.01	0.01	0.03	0.73
100040589	4.303	LOC100040589	0.04	0.03	0.08	0.70
100040590	0.449	LOC100040590	0.07	0.07	0.16	0.66
100040591	1.349	LOC100040591	0.07	0.07	0.05	0.00
100040592	3.766	LOC100040592	0.00	0.00	0.00	0.00
100040593	0.876	LOC100040593	0.00	0.00	0.03	1.00
100040594	0.389	LOC100040594	0.00	0.00	0.00	0.00
100040595	2.190	LOC100040595	0.00	0.00	0.00	0.00
100040596	47.299	LOC100040596	0.00	0.00	0.08	1.00
100040597	0.677	LOC100040597	0.29	0.27	0.21	0.00
100040598	1.171	LOC100040598	0.00	0.00	0.02	1.00
100040599	36.701	LOC100040599	0.00	0.00	0.02	1.00
100040600	0.655	LOC100040600	0.05	0.18	0.14	0.00
100040601	4.436	LOC100040601	0.00	0.00	0.00	0.00
100040602	0.921	LOC100040602	0.00	0.00	0.03	1.00
100040603	12.349	LOC100040603	0.00	0.00	0.23	1.00
100040604	0.876	LOC100040604	0.00	0.00	0.03	1.00
100040605	0.750	LOC100040605	0.17	0.16	18.43	0.99
100040606	1.950	LOC100040606	0.00	0.00	0.00	0.00
100040607	11.545	LOC100040607	0.00	0.00	0.00	1.00
100040608	2.071	LOC100040608	2.51	2.47	1.93	0.00
100040609	2.084	LOC100040609	0.33	0.30	0.66	0.65
100040610	0.490	LOC100040610	0.13	0.12	1.01	0.91
100040611	0.481	LOC100040611	0.00	0.00	15.57	1.00
100040612	1.015	LOC100040612	0.00	0.00	0.00	0.00
100040613	2.209	LOC100040613	0.00	0.00	0.00	0.00
100040614	0.331	LOC100040614	0.10	0.09	0.35	0.80
100040615	9.358	LOC100040615	0.00	0.00	0.00	1.00
100040616	0.408	LOC100040616	0.00	0.00	0.06	1.00
100040617	0.483	LOC100040617	0.00	0.00	0.00	0.00
100040618	3.386	LOC100040618	0.02	0.02	0.02	0.00
100040619	3.650	LOC100040619	0.00	0.00	0.12	1.00
100040620	1.139	LOC100040620	0.00	0.00	0.00	0.00
100040621	1.209	LOC100040621	0.00	0.00	0.00	0.00
100040622	0.424	LOC100040622	0.08	0.07	0.39	0.86
100040623	1.163	LOC100040623	0.45	0.28	0.24	0.08
100040624	3.165	LOC100040624	0.01	0.01	0.02	0.49
100040625	0.971	LOC100040625	0.03	0.03	0.02	0.00
100040626	2.323	LOC100040626	0.01	0.01	0.01	0.00
100040628	0.472	LOC100040628	0.17	0.32	0.65	0.61
100040629	4.573	LOC100040629	0.00	0.00	0.00	0.00
100040631	4.923	LOC100040631	0.00	0.00	0.41	1.00
100040632	1.426	LOC100040632	0.00	0.00	0.05	1.00
100040633	1.058	LOC100040633	0.09	0.09	22.79	1.00
100040634	2.208	LOC100040634	0.10	0.10	0.11	0.29
100040635	3.858	LOC100040635	0.00	0.00	0.00	0.00
100040636	2.190	LOC100040636	0.00	0.00	0.00	0.00
100040637	1.171	LOC100040637	0.00	0.00	0.00	0.00
100040638	2.826	LOC100040638	0.02	0.02	0.05	0.68
100040639	1.335	LOC100040639	0.00	0.00	0.00	0.00
100040640	0.641	LOC100040640	4.86	4.51	7.60	0.54
100040641	1.209	LOC100040641	0.00	0.00	0.04	1.00
100040642	2.923	LOC100040642	0.00	0.00	0.00	0.00
100040643	0.670	LOC100040643	0.10	0.09	0.07	0.00
100040644	9.854	LOC100040644	0.00	0.00	0.01	1.00
100040645	15.853	LOC100040645	0.00	0.00	0.00	0.00
100040646	1.923	LOC100040646	0.00	0.00	0.00	0.00
100040647	0.446	LOC100040647	0.00	0.00	0.84	1.00
100040648	0.774	LOC100040648	0.00	0.00	0.00	0.00
100040649	2.889	LOC100040649	0.00	0.00	0.00	0.00
100040650	1.628	LOC100040650	0.00	0.00	0.00	0.00
100040651	1.044	LOC100040651	0.00	0.00	0.00	0.00
100040652	33.147	LOC100040652	0.00	0.00	0.00	1.00
100040653	2.234	LOC100040653	0.19	0.07	0.07	0.16
100040654	0.776	LOC100040654	0.04	0.04	0.03	0.00
100040655	14.955	LOC100040655	0.01	0.01	0.01	0.38
100040656	2.422	LOC100040656	0.00	0.05	0.04	0.00
100040657	1.000	LOC100040657	0.00	0.00	0.00	0.00
100040658	2.271	LOC100040658	0.00	0.00	0.00	0.00
100040659	2.062	LOC100040659	0.00	0.00	0.00	0.00
100040660	2.905	LOC100040660	0.02	0.02	0.02	0.34
100040661	1.596	LOC100040661	0.26	0.25	3.82	0.95
100040662	1.015	LOC100040662	0.00	0.00	0.00	0.00
100040663	1.136	LOC100040663	0.00	0.00	0.00	0.00
100040664	1.136	LOC100040664	0.00	0.00	0.00	0.00
100040665	0.386	LOC100040665	5.55	5.15	12.08	0.67
100040666	0.358	LOC100040666	0.27	0.25	1.84	0.89
100040667	19.049	LOC100040667	0.04	0.02	0.02	0.36
100040668	0.285	LOC100040668	0.00	0.00	0.00	0.00
100040669	2.542	LOC100040669	0.00	0.00	0.00	0.00
100040670	0.241	LOC100040670	0.13	0.12	0.09	0.00
100040671	29.873	LOC100040671	0.01	0.00	0.04	1.00
100040672	1.042	LOC100040672	0.00	0.00	0.00	0.00
100040673	2.189	LOC100040673	0.00	0.00	0.00	0.00
100040674	2.393	LOC100040674	0.00	0.00	0.00	0.00
100040675	0.438	LOC100040675	0.15	0.14	0.11	0.00
100040676	0.474	LOC100040676	0.00	0.00	0.00	0.00
100040677	15.263	LOC100040677	0.01	0.01	0.03	0.76
100040678	0.282	LOC100040678	0.00	0.00	0.33	1.00
100040679	1.218	LOC100040679	0.08	0.07	0.19	0.71
100040680	2.118	LOC100040680	0.00	0.00	0.00	0.00
100040681	1.213	LOC100040681	0.16	0.15	1.55	0.92
100040682	1.003	LOC100040682	0.16	0.06	1.22	0.96
100040684	1.183	LOC100040684	0.00	0.00	0.00	0.00
100040685	0.381	LOC100040685	0.00	0.00	0.00	0.00
100040686	33.361	LOC100040686	0.01	0.01	0.02	0.67
100040687	0.852	LOC100040687	0.04	0.04	0.03	0.00
100040688	8.614	LOC100040688	0.00	0.00	0.00	1.00
100040689	0.459	LOC100040689	0.00	0.00	0.05	1.00
100040690	79.312	LOC100040690	0.01	0.01	0.02	0.54
100040691	0.602	LOC100040691	0.38	0.35	1.29	0.79
100040692	19.723	LOC100040692	0.01	0.01	0.02	0.58
100040693	0.300	LOC100040693	0.00	0.00	0.00	0.00
100040694	0.219	LOC100040694	0.00	0.00	0.00	0.00
100040695	1.363	LOC100040695	0.00	0.00	0.00	0.00
100040696	0.515	LOC100040696	0.00	0.00	0.00	0.00
100040697	12.353	LOC100040697	0.00	0.00	0.00	0.00
100040698	1.950	LOC100040698	0.00	0.00	0.00	0.00
100040699	4.834	LOC100040699	0.01	0.01	0.01	0.38
100040700	8.486	LOC100040700	0.01	0.01	0.03	0.74
100040701	0.591	LOC100040701	0.00	0.00	0.00	0.00
100040702	0.264	LOC100040702	0.00	0.00	0.00	0.00
100040703	0.900	LOC100040703	0.11	0.10	0.13	0.40
100040704	0.441	LOC100040704	0.07	0.07	0.16	0.66
100040705	3.439	LOC100040705	0.00	0.00	0.05	1.00
100040706	0.282	LOC100040706	0.00	0.00	0.33	1.00
100040707	0.487	LOC100040707	0.00	0.00	1.16	1.00
100040708	0.654	LOC100040708	0.05	0.05	10.62	1.00
100040710	2.440	LOC100040710	0.03	0.04	0.04	0.24
100040711	0.678	LOC100040711	0.05	0.04	0.07	0.53
100040712	1.173	LOC100040712	0.00	0.00	0.00	0.00
100040714	1.765	LOC100040714	0.00	0.00	0.00	0.00
100040715	1.772	LOC100040715	0.02	0.02	0.02	0.00
100040716	1.002	LOC100040716	0.00	0.00	0.07	1.00
100040717	71.170	LOC100040717	0.02	0.01	0.02	0.64
100040718	0.517	LOC100040718	0.06	0.06	0.09	0.49
100040719	0.769	LOC100040719	0.00	0.00	0.03	1.00
100040720	0.373	LOC100040720	0.00	0.00	0.00	0.00
100040721	0.585	LOC100040721	0.06	0.05	1.97	0.98
100040722	1.950	LOC100040722	0.00	0.00	0.00	0.00
100040723	1.252	LOC100040723	0.00	0.00	0.00	0.00
100040724	0.632	LOC100040724	0.10	0.10	0.08	0.00
100040725	0.391	LOC100040725	0.00	0.00	0.00	0.00
100040726	5.456	LOC100040726	0.00	0.00	0.00	0.00
100040727	0.654	LOC100040727	0.00	0.00	0.00	0.00
100040728	0.656	LOC100040728	0.10	0.05	0.04	0.00
100040729	0.327	LOC100040729	0.00	0.00	0.00	0.00
100040730	3.043	LOC100040730	0.01	0.01	0.02	0.50
100040731	0.692	LOC100040731	0.00	0.00	0.00	0.00
100040732	1.950	LOC100040732	0.00	0.00	0.00	0.00
100040733	2.917	LOC100040733	0.01	0.01	0.01	0.00
100040734	1.137	LOC100040734	0.09	0.08	0.10	0.40
